ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,alt_translation1,original_script
XV000609,dar,Čaˁj dirʡuˁl cad.,,,The tea is getting cold.,,,46fd525bae8eaf8124c233f7d2d89076,SN000797,Чай остывает.,Чяй диргIёл цад.
XV000610,dar,Du mawirʡaˁba ul!,,,Don't betray me!,,,e92ee540800d2103b02d20af74d10c7b,SN000798,Ты не обманывай меня!,Ду мавиргIяба ул!
XV000611,dar,Har zamana kːaˁta dila qili bisanbaqu.,,,The cat always comes into my room.,,,070f5f4e4c2e7f23314a467e805c2e6e,SN000800,Кошка всегда заходил в мою комнату.,гьар замана ккята дила хъили бисабахьу.
XV000612,dar,Sanijat risarirʁi dišːu.,,,Sanijat came to me (i.e. entered my room/house).,,,bb68c452da4d8851c82394eecdc69bee,SN000802,Саният заходила ко мне.,Саният рисариргъи дишшу.
XV000613,dar,Amatullah risaruqun tukenne.,,,Amatulla went into the shop.,,,609645bc7f8ac063cced53ca4bfd0d40,SN000803,Амутулла зашла в магазин.,Аматуллагь рисарухъун тукенне.
XV000614,dar,"Istalin webčʼible, bisːul cab χalqʼ.",,,"When Stalin had died, the people cried.",,,58d12b4a4866b51b675b2b0487c70551,SN000808,"Из-за того, что Сталин умер, плакали люди.","Исталин вебчIибле, биссул цаб халкь."
XV000615,dar,Mawisːut!,,,Don't cry!,,,3dc182ed9f28b555dc00d74ea2df952f,SN000808,Не плачь!,Мависсут!
XV000616,dar,Bicːutʼ durħuˁ walli awerčib,,,They did not take the cry-baby (boy) with them.,,,5d8d3f0c31b8c2b99033fbbfcab51e6a,SN000809,Не взяли с собой плаксу.,БиссутI дурхIё валли аверчиб.
XV000617,dar,Itːal cʼa bišaqun.,,,They extinguished the fire.,,,ad5588259f9e1c0ed719942653f4e118,SN000810,Они потушили огонь.,Иттал цIа бишахъун.
XV000618,dar,Lampučkːa bišun.,,,The lamp went out.,,,ad0acf240225fc812763047ba59b6288,SN000811,Лампочка погасла.,Лампучкка бишун.
XV000619,dar,Itil tʼup laˁple bitačʼib.,,,She put her finger into her ear.,,,03ea49b3810cb7a6218bc7577e6f241f,SN000813,Она сунула палец в ухо.,Итил тIуп ляпле битачIиб.
XV000620,dar,Dul umxne ditaqaqibda.,,,I lost the keys.,,,8b39e90a436eb368b359d181ae259f9d,SN000814,Я потерял ключи.,Дул умхьне дитахъахъибда.
XV000621,dar,It paˁħle ritaqib.,,,She disappeared like steam.,,,f6cd3761dacbaed9c7d85e5a17073c3b,SN000815 ; SN003463 ; SN003465,Она потерялась как пар.,Ит пяхIле ритахъиб.
XV000622,dar,Witaqe!,,,Get away!,,,133acdaebec06fb73a66f5dc3eeb7698,SN000815,Потеряйся!,Витахъе!
XV000623,dar,Dam bikːulda bitaʁij mašin garaˁžle.,,,I want to drive the car into the car port.,,,1d304a35c1172fa9c5b8b98f0d3a317d,SN000817,Я хочу загнать машину в гараж.,Дам биккулда битагъий машин гаряжле.
XV000624,dar,Patʼimat ritagur qili.,,,Patimat went home (she left for her home).,,,172c270a718c6f08fad91d86f471b30d,SN000819,Патимат ушла домой.,ПатIимат ритагур хъили.
XV000625,dar,Patʼimat riːtagur qili.,,,Patimat entered the house.,,,d1b0f4b3443f7485fcbaf3ad1c449559,SN000820,Патимат вошла в дом.,ПатIимат риитагур хъили.
XV000626,dar,Qʼʷaˁl biteʁib aqʼlicːe.,,,The cow reached the herd.,,,548a79fc89a731590e93d2b0b97735a1,SN000822,Корова дошла до стада.,Кьвял битегъиб акьлицце.
XV000627,dar,Hetːu biteʁij buqːa!,,,Take it to there!,,,7611f266341fde8504741d645e379b5d,SN000822,Отнеси до туда!,Гьетту битегъий букъа!
XV000628,dar,Tʼup razetkacːe bimajtičʼit!,,,Do not put the finger into the socket.,,,e585e5feba83166abecb796cfbbd2ad2,SN000824,Палец в розетку не засовывай!,тIуп разеткацце бимайтичIит!
XV000629,dar,Tʼup razetkacːe bitikʼan akːu.,,,The finger should not be put into the socket.,,,6b1c995af87edbf58b72a9165e96d0a1,SN000824,Палец в розетку совать нельзя.,тIуп разеткацце битикIан акку.
XV000630,dar,Itːal dila juldaš witib.,,,They beat up my friend,,,7dc43112be3f1a7f044f4323d2a8d151,SN000825,Они избили мой друг.,Иттал дила юлдаш витиб.
XV000631,dar,čʼaˁʡaˁl nušːal it itanda.,,,We will beat him up tomorrow.,,,666da2daf7d23fcd46cf8e2acbd5f8d5,SN000825,Мы его изобьём завтра.,чIягIял нушшал ит итанда.
XV000632,dar,It wita!,,,Beat him up!,,,4f5f607f42da46e4f5c2d5708a144e57,SN000825,Его избей!,Ит вита!
XV000633,dar,It majtitːa!,,,Do not beat him up!,,,39db520e93332e6ec9ccc9e155ffcf41,SN000825,Не избей его!,Ит майтитта!
XV000634,dar,Itil bitiqaqul cab sumkʼa.,,,She (again and again) loses her bag.,,,35da591f9c375437d79c1423b64b37c9,SN000826,Она теряет сумку.,Итил битихъахъул цаб сумкIа.
XV000635,dar,It ritiqu wacʼacːer.,,,She (again and again) gets lost in the woods.,,,5f7ed02c86ad39427e316efa3f86a2fb,SN000827,Она потеряется в лесу.,Ит ритихъу вацIаццер.
XV000636,dar,Hetːu ritirʁulda.,,,I (feminine) arrive there.,,,3e8314a87eae95a0af38348361a7e8d9,SN000828,Я туда дохожу.,Гьетту ритиргъулда.
XV000637,dar,Nušːa erkʷler ditulqanteda.,,,We have to cross the river.,,,129cb93e1628c972ce965a9ee44ed5b5,SN000830,Мы должни пройти через речку.,Нушша эрквлер дитулхъантеда.
XV000638,dar,Nušːa ditulqunːeda uškulle,,,We are entering the school.,,,2775e7236259eb856c4b1a1e32e49892,SN000831,Мы заходим в школу.,Нушша дитулхъуннеда ушкулле
XV000639,dar,bitunne ʡaˁsi iχub caw iž admi,,,This man has become too angry,,,,SN000832,Слишком сердитый стал этот человек,Битунне гIяси ихуб цав иж адми
XV000640,dar,Ečːa čːimiler bituqun.,,,The goat went across the bridge.,,,dce5a43020413e2a98e9ab4ee2e2ca50,SN000833 ; SN001926,Коза через мост пошла.,Эчча ччимилер битухъун.
XV000641,dar,Kʷija quja bituqun.,,,The ram entered the garden.,,,fcb96b3ad36e158d041c401b2175853d,SN000834,Баран в огород зашел.,Квия хъуя битухъун.
XV000642,dar,Dul tʼalim bitʼačʼibda.,,,I pulled the rope.,,,0bec29980cb1d0311cae7c9ec8a714b5,SN000835,Я верёвку потянул.,Дул тIалим битIачIибда.
XV000643,dar,urkuralleb χːula bitʼakʼ leb,,,There is a lot of cargo on the wagon,,,,SN000836,На арабе есть большой груз,Уркураллеб ххула битIакI леб
XV000644,dar,Hel sːurːat qʼʷila bitʼhaːkʼa!,,,Move that picture a little bit (up)!,,,a961df9a6d3539a794cc692709008ce8,SN000839,Фотографию чуть-чуть подними!,Гьел ссуррат кьвила битIгьаакIа!
XV000645,dar,Ramazanːi mašin bitʼajkʼul cab.,,,Ramazan is moving the car (e.g. when parking it).,,,826e2dea6e0030acd66ea56e145d971e,SN000840,Рамазан двигает машину.,Рамазанни машин битIайкIул цаб.
XV000646,dar,Amχal urkura bitʼikʼul cab.,,,The donkey pulls the carriage.,,,8cd4cac38457d868e52492059e93d00a,SN000841,Осел тянет арбу.,Амхал уркура битIикIул цаб.
XV000647,dar,It bitʼitačʼij ħaˁžatle cab.,,,It has to be moved aside.,,,78d1432fdd9a6b0201b316bfa8beb254,SN000842,Это надо подвинуть.,Ит битIитачIий хIяжатле цаб.
XV000648,dar,Tːaprila biχala čirbirqub.,,,The shoe lace got untied.,,,b527ccd0e95d23d96978d8a6b90ffab9,SN000846,Шнурок туфли развязался.,Ттаприла бихала чирбирхъуб.
XV000649,dar,"Ul bursibilːij riχči arganda, rikʼʷar.",,,"She said, I believe in what you say.",,,05fce19e3030b06b397d2b19766f5388,SN000848,"Я поверю тому, что ты скажишь, сказала она.","Ул бурсибиллий рихчи арганда, рикIвар."
XV000650,dar,"Du at wiχči agurːe, pašman iχubda.",,,I regret that I believed you.,,,8f507d18d03b44148837e3e57d632274,SN000850,"Я пожалел, что тебе поверил","Ду ат вихчи агурре, пашман ихубда."
XV000651,dar,Qap biχij tʼalim biqa.,,,Give me a string to tie up the sack.,,,36d0b76967b65cd337cc9bd77d072d30,SN000851,Дай веревку завязать мешок.,Къап бихий тIалим бикъа.
XV000652,dar,"Sanijat qːuʁal riχʷarra, daˁʡla darman isːu",,,"Even though Saniyat is beautiful, she buys facial cosmetics.",,,,SN000852,"Хоть Саният красивая, она покупает косметику для лица.","Саният къугъал рихварра, дягIла дарман иссу"
XV000653,dar,"Xujal, urekːal dus iχub durħuˁde du.",,,"I was a boy of 5, 6 years.",,,72abbdcb889b2b1cb5b775419daf04af,SN000853,"Я был 5, 6 летным мальчиком.","Хьуял, уреккал дус ихуб дурх1ёде ду."
XV000654,dar,Ce biχube iž?,,,Where did that end up? (lit. what was it?),,,54f3aebddfbb8051686142a613a6b534,SN000854,Куда это делся?,Це бихубе иж?
XV000655,dar,Heχtːi itːub bugul biχʷij.,,,They will probably stay there.,,,8b94f895a5f8316435c8975cc07c86fb,SN000855,Они наверно там остается.,Гьехтти иттуб бугул бихвий.
XV000656,dar,wiχːance,,,"trusted, fiduciary",,,16a69bd42f5cff60218a868abfd2f281 ; 16a69bd42f5cff60218a868abfd2f281,SN000856 ; SN000858,доверенный,вихханце
XV000657,dar,Dul ħaˁjwante diχːibda.,,,I looked after the animals.,,,efa5c3394bb31edc058fd5b4b7ce1810,SN000857,Я смотрел за животных.,Дул хIяйванте диххибда.
XV000658,dar,itːi dam biχːul cab,,,They believe me.,,,,SN000858,Они мне верят.,итти дам биххул цаб
XV000659,dar,itːi dam biχːib,,,They believed me.,,,,SN000858,они мне верили / поверили.,итти дам биххиб
XV000660,dar,Itil it bižla rirqʼul akːu.,,,He doesn't pay attention to her.,,,fd7cd9ce17800a23d9ca2e3426c9feea,SN000859 ; SN000860,Он её не признаёт,Итил ит бижла риркьул акку.
XV000661,dar,Ikʼil diʡuˁnːa hitːi agur caʷ derčːaraj arc.,,,After the theft he went drinking.,,,8fb459e1349385720c66ba3995388060,SN000861,После кражи он пошел пропивать деньги.,ИкIил дигIённа гьитти агур цав дерччарай арц.
XV000662,dar,"Nušːal kːaˁta ʡaˁħ barqʼib adiχutːel, it bubčʼi.",,,Our cat would have died if we had not treated it.,,,c31ed43d12251273038ee093b1ce144f,SN000862,"Если бы мы кота не лечили, он бы умер.","Нушшал ккята гIяхI баркьиб адихуттел, ит бубчIи."
XV000663,dar,Itːi dubχːu cːe cadi.,,,This salt is coarse-grained.,,,85b0bf5426a7d41bc5178cf1835eda9b,SN000863,Эта крупная соль.,Итти дубхху цце цади.
XV000664,dar,bubχːu zula,,,sieve (with large holes),,,,SN000863,решето (с большими отверстиями),бубхху зула
XV000665,dar,duˁc dindi,,,thick stockings,,,2088d29c64081b59eddea1ab50216c8f,SN000866 ; SN001781,толстые чулки,дёц динди
XV000666,dar,Ucːibda hež sawχuzlicːew.,,,I worked in this sovkhoz.,,,0c2cff8e779780e98c7d69dbd1cd86f0,SN000873,Я работал в этом совхозе.,Уццибда гьеж савхузлиццев.
XV000667,dar,"dila wideokamertacːer ʡaˁbal ducːul cad, kʼʷel ducːul akːu",,,"Three of my cameras are working, two are not",,,,SN000873,"Из моих видеокамер три работают, два не работают.","Дила видеокамертаццер гIябал дуццул цад, кIвел дуццул акку."
XV000668,dar,Nušːal deqʼa ducːulda.,,,We are roasting crops.,,,303da2701f96ed7163be389b74e97593,SN000874,Мы жарим зерно.,Нушшал декьа дуццулда.
XV000669,dar,Ižal bucʼarce bar cab.,,,It's a hot day.,,,c84b906835e82897c2b127002595244f,SN000876,Сегодня горячий день.,Ижал буцIарце бар цаб.
XV000670,dar,Aminkːal tʼultʼ bucʼul cab.,,,Aminka is baking bread.,,,ebee73dbf47d251ade668649b5f50072,SN000880,Аминка (сейчас) хлеб печёт.,Аминккал тIултI буцIул цаб.
XV000671,dar,Rajsatli dig aʁlaʷleb bucʼul cab.,,,Raysat fries rice in a frying pan.,,,8d958fdad760e6c58a47377a61dd7af5,SN000881,Райсат мясо в сковородке жарит.,Райсатли диг агълавлеб буцIул цаб.
XV000672,dar,Mabučːit; il aʁu cab!,,,"Do not drink this, it is poison.",,,3b27fa1943579403a92bf592aed2fdef,SN000887,Не пей это яд!,Мабуччит; ил агъу цаб!
XV000673,dar,Dul ceqːelkʼarːa pʼapʼrus abučːanda.,,,I will never smoke cigarettes.,,,fafde341e970f3f2f4c2a0492868c80d,SN000888,Я никогда не буду курить сигареты.,Дул цекъелкIарра пIапIрус абуччанда.
XV000674,dar,Nalla durħne uškulleb bučʼunne cab.,,,The kids (boys) are still studying in school.,,,9f13877567a74860a8cbf1f7fa6594f4,SN000889,Дети еще учатся в школе.,Налла дурхIне ушкуллеб бучIунне цаб
XV000675,dar,Sanijatli ʡaˁrab ʁajla kiniga bučʼun cab.,,,Sanijat is reading an Arabic book.,,,4415aa303a9ce81fc4243775edd1c0a5,SN000890,Саният читает арабскую книгу.,Саниятли гIяраб гъайла кинига бучIун цаб.
XV000676,dar,Tːaʁu bučʼun cab.,,,The rooster is singing.,,,eaccfff99488f42da8286a42feae3f7b,SN000891,Петух поёт.,Ттагъу бучIун цаб.
XV000677,dar,Mirqi dučʼun cad.,,,Bees are buzzing.,,,7c0b297c4b1fd68fc0148c230f691183,SN000891,Пчёли жужжат.,Мирхъи дучIун цад.
XV000678,dar,Dugen!,,,Destroy it!,,,c408e5215753c54a901e0c46a98ebdd1,SN000893,Испорти!,Дуген!
XV000679,dar,Sːanːžib čːimi bugun cab.,,,In Sanzhi the bridge has been destroyed.,,,22c4c5eb25da1950592051c91a58e43e,SN000893,В Санжи мост разрушился.,Ссанжиб ччими бугун цаб.
XV000680,dar,"Xːunral urcːemla buhme diχunne, ʡaˁbqigar barqʼib.",,,The women tied the crops into bundles and made tripods (from them).,,,17f8a52b73cfbedc5bf79f3c3c89cfb9,SN000894,Женщины завязали пачки и сделали триношки.,"Хьхьунрал урссемла бугьме дихунне, гIябхъигар баркьиб."
