ID,Language_ID,Headword,Part_Of_Speech,Comment,Cyrillic,Entry_IDs,Genitive_Form,Imperative_Form,Media_IDs,Morphology,Oblique_Form,Past_Tense,Plural_Form,PoS_Russian,Present_Tense,Variant_Form
LX001302,dar,dečli balχːij,v,,дечли балххий,,,,4399f8a5bad5175ebd5ca9cbdb0ab4be,deč-li--b-alχː-ij,,,,гл,dečli balχːun,
LX001303,dar,deču,interj,,дечу,,,,2649bfc9858bc807551279da9a1c8190,,,,,межд,,
dek_1,dar,dek,n,,дек,,,,c08458ab6841b4e2ab3cac7c6411b170,,,,,сущ,,
dek_2,dar,dek,prev,used together with the verb 'do' to form 'thresh',дек,,,,,,,,,прг,,
LX001304,dar,dek barqʼij,v,,дек баркьий,,,dek barqʼa!,5d9e82d4fd0d1de6e33d69ce10f8d5e3,dek--b-arqʼ-ij,,dek barqʼib,,гл,,
LX001305,dar,dek birqʼij,v,,дек биркьий,,,,ee3ad9424b673eb831252d042673c1b4,dek--b-irqʼ-ij,,,,гл,dek birqʼul,
LX001306,dar,dekʼʷce,adj,,декIвце,,,,8648481c893210e72812705167c21b2f,dekʼʷ-ce,,,,прил,,
LX001307,dar,dekʼʷdex,n,,декIвдехь,,,,46d7c90e8db90de7c47bbca53e4135ac,dekʼʷ-dex,,,dekʼʷdexːe,сущ,,
-del_1,dar,-del,v.suf,,-дел,,,,,,,,,гл. суф,,
-del_2,dar,-del,deriv,,-дел,,,,,,,,,дерив,,
delq,dar,delq,n,derived from the verb bulqij 'dance'; does refer to the general activity of dancing,делхъ,,,,c7ba0d5e9acc8a84174e6428dcbfd330,,,,,сущ,,
LX001308,dar,deqʼa,n,"barley, oats, etc.; ячмень, овес и др",декьа,,,,9d6e77bbf268bb2f72d778d893ea4443,,,,,сущ,,
Derbent,dar,Derbent,n,second-largest and oldest city in Dagestan,Дербент,,,,6369c1c538ab7aa82491d322bd8854fc,,,,,сущ,,
LX001309,dar,dercːib qʼʷe,n,,дерцциб кьве,,,,8b6a86ea7b90830273ee64f0f4b37985,d-ercː-ib--qʼʷe,,,,сущ,,
derqab,dar,derqab,interj,said before drinking; lit. may you flourish!,дерхъаб,,,,2c56b9a7e0332d48207ea8ca9756e4c3,d-erq-ab,,,,межд,,
LX001310,dar,derʁub qurekːa,n,second part is a loan word,дергъуб хъурекка,,,,e6b7ce56029c7f95bfede2c3f8e9c975,d-erʁ-ub--qurekːa,,,,сущ,,
LX001311,dar,dertur beʔe,n,,дертур беэ,,,,e06dde4e803bf7b8c6acf798c593902b,d-ert-ur--beʔe,,,,сущ,,
dertur_nejg,dar,dertur nejg,n,,дертур нейг,,,,99690fff254d031c4bea9e7ca00636d1,d-ert-ur--nejg,,,,сущ,,
LX001312,dar,deʁijsat,adv,,дегъийсат,,,,4cd845844a1a82b51bd51347a2478e95,d-eʁ-ij-=sat,,,,нареч,,
LX001313,dar,dešːa,n,"this is not a short adjectival stem, rather a noun used in appositive construction or with the genitive",дешша,,,,e9dff25224fb3a3b7f4c44faed976a2d,,,,,сущ,,
LX001314,dar,dešːalla,n,,дешшалла,,,,cb96544fd9ee34b495078644165b493e,dešːa-la,,,,сущ,,
LX001315,dar,dešːallace,adj,,дешшаллаце,,,,6f85859af836ac40cc6d66542c267212,dešːalla-ce,,,,прил,,
-dex,dar,-dex,deriv,nominalizing derivational suffix for deriving abstract nouns,-дехь,,,,,,,,,дерив,,-dexː
LX001316,dar,deχ,n,,дех,,,,f4dc5cf3c98211d57da9704334ada2f0,,,,,сущ,,
-di,dar,-di,v.suf,,-ди,,,,,,,,,гл. суф,,
LX001317,dar,dibaˁʁce,adj,,дибягъце,,,,0ac0049dbbf64b2d848eb58d963184a3,dibaˁʁ-ce,,,dibaˁʁte,прил,,
LX001318,dar,dibaˁʁle,adv,,дибягъле,,,,c2a7068da28f333e01b7aeb12811b173,dibaˁʁ-le,,,,нареч,,
LX001319,dar,dibsːi,n,,дибсси,,,,816f72b28eec408a289e68131282d2f2,,,,,сущ,,
dig,dar,dig,n,,диг,,,,04fbc1e4fa152e7508baca1d42ff2f2f,,,,digbe,сущ,,
digitan,dar,digitan,n,machine with a handle that grinds meat,дигитан,,,,08f6c9191b3402a485ffd8fe0b170f49,dig--it-an,,,,сущ,,
LX001320,dar,digla cːehin,n,,дигла ццегьин,,,,b4dcf96ea9c98742b8496f6abc6a936c,dig-la--cːehin,,,,сущ,,
LX001321,dar,dikːa,n,"derived from the verb bičːij 'like, want, love'",дикка,,,,d360618a41065f3223f3e28b0a393212,d-ikː-a,,,,сущ,,
LX001322,dar,dikːa dišːij,v,,дикка дишший,,,,766848cec4d8619d8167e3cde6599265,dikːa--d-ixː-ij,,dikːa dišːib,,гл,,
LX001323,dar,dikʼa-dikʼar žuralla,adj,,дикIа-дикIар журалла,,,,b2d44bb9eabb9dae85ec7d8e9223f6ac,dikʼar--dikʼar--žura-la,,,,прил,,
LX001324,dar,dikʼar,adj,,дикIар,,,,0b314a23d9bdb34b68a836256a11f2c4,,,,,прил,,
LX001325,dar,dikʼar,prev,"used with birqʼij ((imperfective aspect))/ barqʼij ((perfective aspect)) 'do' to express 'choose', see the respective entries",дикIар,,,,0b314a23d9bdb34b68a836256a11f2c4,,,,,прг,,
LX001326,dar,dikʼar barqʼij,v,,дикIар баркьий,,,Dikʼar barqʼa!,bfc82e6462e05cc6b473998735b75d1c,dikʼar--b-arqʼ-ij,,dikʼar barqʼib,,гл,,
LX001327,dar,dikʼar bičij,v,,дикIар бичий,,,,88be30b6a5f1689638918a47e54bf1a8,dikʼar--b-ik-ij,,dikʼar bičib,,гл,,
LX001328,dar,dikʼar birčij,v,,дикIар бичий,,,,5ad0abd32bd5d6e7c0a31885929b1a30,dikʼar--b-irk-ij,,,,гл,,
LX001329,dar,dikʼar birqʼij,v,,дикIар биркьий,,,,1b4b4797b06fd904ac18f6900f224827,dikʼar--b-irqʼ-ij,,,,гл,dikʼar birqʼul,
LX001330,dar,dikʼar biχʷij,v,,дикIар бихвий,,,,e79249f73923e2d5d657dbb047791be3,dikʼar--b-iχʷ-ij,,dikʼar biχub,,гл,,
LX001331,dar,dikʼardex,n,,дикIардехь,,,,0835c4581296a87eef5032bf47e2e78d,dikʼar-dex,,,,сущ,,
LX001332,dar,dikʼarre,adv,,дикIарре,,,,abe1f70faf190933087d5a5ede19bc59,dikʼar-le,,,,нареч,,
dila,dar,dila,pron,,дила,,,,05623d4d00d75abfbdf2701f1747246f,di-la,,,,мест,,
din,dar,din,n,Persian loan; usually referring to Islam ; lit. religion-GEN side stand (perfective aspect).M.PRET.DD; masculine singular form,дин,,,,fe59a2107065695a89fc819758f71846,,,,,сущ,,
dindi,dar,dindi,n,,динди,,,,a5ced09b5fd3531a46521e816117de87,,,,dindbe,сущ,,
LX001333,dar,dindi darqʼij,v,stockings,динди даркьий,,,,8077abacb610b967484aeb239481a9ac,dindi--d-arqʼ-ij,,dindi darqʼib,,гл,,
LX001334,dar,dindila čʼala,n,needle for knitting socks,диндила чIала,,,,dc56d5f0a61cc993b489910c7105ee31,dindi-la--čʼala,,,dindila čʼalme,сущ,,
LX001335,dar,din(na) hitːibursan,n,nominalized participle with lexicalized object,дин(на) гьиттибурсан,,,,5a38879fb456b1c85b9191a5b7338cc4,din-la--hitːi-b-urs-an,,,,сущ,,
dircan,dar,dircan,n,"this is the neuter plural form; the feminine form rircan is also used and the masculine singular form wircan, all with the same meaning; nominalized participle",дирцан,,,,82bd066673f59e866cf9b2e9c45ad480,d-irc-an,,,dircante,сущ,,
LX001336,dar,dircan cikʼal,n,lit. thing to sell; nominalized participle with lexicalized object,дирцан цикIал,,,,e5cc48d44e43a355532acd59ab0409cd,d-irc-an--cikʼal,,,dircan cikʼalte,сущ,,
LX001337,dar,dirikʼan,n,,дирикIан,,,,e86801fdc0318ef932fa370bd31ada80,,,,dirikʼante,сущ,,
LX001338,dar,dirixʷ,n,,дирихьв,,,,702e495444b861afc002d4637f746dc2,,,,dirixʷme,сущ,,
LX001339,dar,dirkːa,n,оружие,диркка,,,,3b3588cb8fc959662ed6fb17c181c75e,,,,,сущ,,
LX001340,dar,dirkːurg,n,,дирккург,,,,4a9dbfc57e2c71cae1a8c1d50623e9f1,,,,dirkːurugme,сущ,,
LX001341,dar,dirqʼa,n,"derived from the adjective dirq' 'flat, plain'; note that the SPR-essive form is identical to the citation form (see example below)",диркьа,,,,54ddc600892f496210356a9acdae3475,dirqʼ-a,,,dirqʼme,сущ ; сущ,,
LX001342,dar,dirqʼa awlaq,n,,диркьа авлахъ,,,,6fe3b4796a519b29e63016e0ee827c32,dirqʼ-a--awlaq,,,dirqʼa awlaqʼe,сущ,,
LX001343,dar,dirqʼace,adj,two variants: dirqʼace and dirqʼce,диркьаце,,,,f2cce63c28ba3677573e2d0a30aceecc,dirqʼa-ce,,,dirqʼate,прил,,
LX001344,dar,dirqʼce,adj,no agreement prefix; two variants: dirqʼace and dirqʼce,диркьце,,,,503215ea60e4473b1884789eade5276f,dirqʼ-ce,,,,прил,,
LX001345,dar,dirxːa,n,used in the game paqʼa-dirxːa,дирхьхьа,,,,6d7d58f3823b39ac59f85e5137d1b3f2,,,,dirxme,сущ,,
LX001346,dar,diʁante,n,nominalized participle,дигъанте,,,,a8a510056f8a1ba5fc59d7aae821bf73,d-iʁ-an-te,,,,сущ,,
LX001347,dar,diʁdiʁaj,n,,дигъдигъай,,,,43f0e71d8fcffe12f0e9074f696d7a3f,,,,diʁdiʁne,сущ,,
dis,dar,dis,n,,дис,,,,af704265453c1313fa7cec0fd80fb4e5,,,,disbe,сущ,,
LX001348,dar,diškːan,n,,дишккан,,,,46219b11223d567d54e3853c1b9691e3,,,,diškːumbe,сущ,,
diwan,dar,diwan,n,Persian loan,диван,,,,47a1630efe4054fdd7539284e31d1ee9,,,,diwante,сущ,,
LX001349,dar,diwan barqʼij,v,,диван баркьий,,,,c26898a42c1c0aec96cbaa9e2824912e,diwan--b-arqʼ-ij,,diwan barqʼib,,гл,,
LX001350,dar,diwanχana,n,,диванхана,,,,ea3e725b1d3edbe5d2b2127e62c1d3e6,diwan-χana,,,diwanχanbe,сущ,,
LX001351,dar,diχan,n,made of leather; e.g. to tie up hay that is then carried on the back; derived from the verb biχij 'tie',дихан,,,,4c4d4efaac18731dc7f021068201d3df,d-iχ-an,,,diχante,сущ,,
LX001352,dar,diʔalaw,adv,,диъалав,,,,ba218024361560bb7f6af6d25c473882,d-i-alaw,,,,нареч,,
du,dar,du,pron,,ду,,,,e7009567150210484726b374050ebdc2,,di-; du-,,,мест,,
dubura,dar,dubura,n,,дубура,,,,472edf48d2932a27516bfbfb802ef8d7,,,,duburte,сущ,,
duburala_muza,dar,duburala muza,n,,дубурала муза,,,,3f3f6d4b18a6fbeae8c812dbdb59defd,dubura-la--muza,,,duburtala muzurbe,сущ,,
LX001353,dar,duburla qʼaca,n,"lit.: ""mountain's goat""",дубурла кьаца,,,,0f5c6a53c74f777fd62b1fa9fd310436,dubura-la--qʼaca,,,,сущ,,
LX001354,dar,duburla qʼacala cʼir,n,sound of the grasshopper,дубурла кьацала цIи,,,,ed719e3560f6d7d54bb8aca0c780ef6b,dubur-la--qʼaca-la--cʼir,,,duburla qʼacala cʼirme,сущ,,
duburlan,dar,duburlan,adj,,дубурлан,,,,9a2a962f6fc80c15aa0160c64b706624,dubur-lan,,,duburlante,прил,,
dubx,dar,dubx,n,= 7 saˁʔ = 17.5 kg,дубхь,,,,d492a9c4c7c50621ac331ea318a5d277,,,,,сущ,,
ducrum,dar,ducrum,n,a drink made from vine grapes,дуцрум,,,,b4241c5f2cd4a711ecf7171fc842e30f,,,,,сущ,,
LX001355,dar,ducːa,n,the meaning of this item is not entirely clear; it is a place name or name of a forest or refers to a place with a forest,дуцца,,,,fa916e7ceaa6610d6f4a131dd49d464b,,,,,сущ,,
LX001356,dar,ducːan,adv,no essive form; not referring to a specific forest,дуццан,,,,24ca2bf3139d5326dc0c5ea078dd5221,,,,,нареч,,
LX001357,dar,ducʼ,prev,"this is the invariable part of compound verbs that have to do with 'run', see respective examples",дуцI,,,,52b2a809348f9c9c0c1f9d48fb702b7c,,,,,прг,,
LX001358,dar,ducʼ agri,n,,дуцI агри,,,,bd336b15ef563fe41cbb6f4dccc76cd5,ducʼ--ag-ni,,,,сущ,,
LX001359,dar,ducʼ aʁij,v,in a running manner,дуцI агъий,,,,0aeae12527e8416f3b905842f6bbdb4d,ducʼ--aʁ-ij,,ducʼ aʁib,,гл,,
LX001360,dar,ducʼ bašij,v,no aspectual distinction,дуцI баший,,,,1a154338d16a1d249eec4e3dddc4961a,ducʼ--b-ax-ij,,,,гл,,
LX001361,dar,ducʼ bikʼul,adv,,дуцI бикIул,,,,36b0de20d78c97e90ee019ac75a504dd,ducʼ--b-ikʼ-ul,,,,нареч,,
LX001362,dar,ducʼ bikʼʷij,v,,дуцI бикIвий,,,Ducʼ bikʼʷe!,5998e00ff21c8251d78640e3ec012225,ducʼ--b-ikʼʷ-ij,,,,гл,ducʼ bikʼul,
LX001363,dar,ducʼ bižij,v,,дуцI бижий,,,Ducʼ biže!,092bdc3f92a23e7345f1575484f2bb30,ducʼ--b-ig-ij,,ducʼ bižib,,гл,,
LX001364,dar,ducʼ bulqij,v,,дуцI булхъий,,,,61dcf596ebe1720671df40dcbbf91830,ducʼ--b-ulq-ij,,,,гл,ducʼ bulqunne,
LX001365,dar,ducʼ buqaqij,v,chase in a running manner; causative,дуцI бухъахъий,,,,0bc42a7d4ac584a2c527b6b0c2750f07,ducʼ-b-uq-aq-ij,,ducʼ buqaqun,,гл,,
LX001366,dar,ducʼ buqij,v,,дуцI бухъий,,,,c5c29b0cf4684b289f069ac42882c490,ducʼ-b-uq-ij,,ducʼ buqun,,гл,,
LX001367,dar,ducʼle,adv,,дуцIле,,,,d4d1cfacaf0afeac96eaf8c088387baf,ducʼ-le,,,,нареч,,
LX001368,dar,dučːante,n,,дуччанте,,,,b45aa60eadf60a410f975c41b0a2d4c8,,,,,сущ,,
LX001369,dar,dučːi,n,no plural ; the agreement prefix d- on the verb is frozen,дуччи,,,,6a414f3f0dd9173d7030219fe6d213be,,,,,сущ,,
LX001370,dar,dučːi laˁmcʼ,n,,дуччи лямцI,,,,36e0abff26d6a2eb8234e85b72545dc0,dučːi--laˁmcʼ,,,dučːi laˁmcʼbe,сущ,,
LX001371,dar,dučːi-arilla,adv,,дуччи-арилла,,,,d37e66dbe40daa4dc96f20e4069f1485,dučːi--ari-la,,,,нареч,,
LX001372,dar,dučːilla,adv,derived (i.e. genitive) from the noun dučːil,дуччилла,,,,190d1255ca9aeba5ee2a962efa46d438,dučːi-la,,,,нареч,,
LX001373,dar,dučːillace,adj,,дуччиллаце,,,,d4ef1bb06d023225ee55473eb09f2591,dučːi-la-ce,,,,прил,,
LX001374,dar,duˁħi,n,,дёхIи,,,,472d885c56749809e9b57846f1e6ef04,,,,duħuˁrbe,сущ,,
LX001375,dar,duˁħij,v,,дёхIий,,,,4b9207add8a073f820ffd7a5c0a8e12a,duˁħ-ij,,,,гл,,
LX001376,dar,duˁħilla bekʼa,n,,дёхIилла бекIа,,,,5c6b2ee75f04d0236f8ec32aa0c9a3e4,duˁħi-la--bekʼa,,,duˁħilla bekʼurme,сущ,,
LX001377,dar,duˁħnuš,n,,дёхIнуш,,,,49b06acad06dd20e931c0f8885732776,,,,duˁħnuše,сущ,,
duk,dar,duk,n,,дук,,,,b483ee9072988626b07eeae424028af1,,,,dukbe,сущ,,
LX001378,dar,dukal biħij,v,not very loudly or almost without a sound,дукал бихIий,,,,490b638c47f93297a0c7418b07847303,dukal--b-iħ-ij,,dukal biħib,,гл,,
dukala_1,dar,dukala,n,,дукала,,,,673fd629702647b24fae797cdc03ff81,,,,,сущ,,
dukala_2,dar,dukala,adv,,дукала,,,,673fd629702647b24fae797cdc03ff81,,,,,нареч,,
LX001379,dar,dukaltʼi,n,,дукалтIи,,,,3f289d50219157d09588abf0047952e0,,,,dukaltʼme,сущ,,
LX001380,dar,duklaˁħi,n,this is another verb that has been used to form this masdar,дукляхIи,,,,fb56ab867e3e6a51a26d19eb5325eea0,,,,,сущ,,
LX001381,dar,dukluš,n,only for sheep,дуклуш,,,,563c64cf037918b8256f8946590ef6f4,,,,duklušːe,сущ,,
LX001382,dar,duklušdex,n,,дуклушдехь,,,,0783003f297d43efa25e04a816480bda,,,,,сущ,,
LX001383,dar,dukʼ,n,,дукI,,,,d0219f0a7bf8781e462f28682aba0737,,,,dukʼme,сущ,,
dule,dar,dule,n,,дуле,,,,bdc1013404784c7939d384817a080c90,,,,,сущ,,
LX001384,dar,dulekʼ,n,,дулекI,,,,23314bcb1267be19900b9855b30a527d,,,,dulkʼme,сущ,,
LX001385,dar,dulkːa,n,,дулкка,,,,1b80223ecfdb8ffbe8498da4f2d39216,,,,dulkːupːe,сущ,,
dum,dar,dum,n,also used for the verb 'to fast' (e.g. during the month of Ramadan),дум,,,,587bfc843862c2565c1a9844eea63e20,,,,dumre,сущ,,
dum_bucij,dar,dum bucij,v,,дум буций,,,,0699d2f318ad562a8888798d5afcea62,dum--b-uc-ij,,dum bucib,,гл,,
dumbat,dar,dumbat,n,normally used in plural,думбат,,,,e8c6db47472a5a8df4b7274c1a292a73,dum--b-at,,,dumbate,сущ,,
dumcila_bac,dar,dumcila bac,n,,думцила бац,,,,e19ec5768c92b5d41e0c5299b944fc22,dum-ci-la--bac,,,,сущ,,
dumlebce,dar,dumlebce,adj,,думлебце,,,,6f65a5c4b625710f63f8a9f73a8d12a8,dum-le-b-ce,,,,прил,,
LX001386,dar,dumlicːer,adv,"along e.g. the stream, some edge",думлиццер,,,,91b490a0a6d2415fc4d2d91a6af51575,dum-li-cːe-r,,,,нареч,,
dune,dar,dune,n,Arabic loan,дуне,,,,fca08adeb9e0579f300568c3307e0207,,,,,сущ,,
LX001387,dar,duqmuʁ,n,fatty tail of a sheep,духъмугъ,,,,74102c3fb49ce6d7b6e86321c796f6c5,,,,duqmuʁe,сущ,,
duqu,dar,duqu,n,,духъу,,,,07e7093ee6bb0e54e7e1589cf8362e53,,,,duqne,сущ,,
duqula_buqu,dar,duqula buqu,n,,духъула бухъу,,,,ba08f5bb4d331f1bb2f2d1ec4c181cb6,duqu-la--b-uqu,,,,сущ,,
durac,dar,durac,n,wooden part of a plough to which the metal sharp part is added,дурац,,,,5bf6658e3280964f8fbc248d07d6373f,,,,durace,сущ,,
LX001388,dar,durac qːic,n,,дурац къиц,,,,efdd48afeb356ac2e579c14c39fb8632,durac--qːic,,,durac qːicne,сущ,,
duraz,dar,duraz,n,,дураз,,,,a2a185948ca3824e8ad7aac3492bc7dc,,,,duraze,сущ,,
durazi,dar,durazi,n,,дурази,,,,579828065d76e657ddd5da271c8772d6,,,,,сущ,,
durazla_qar,dar,durazla qar,n,place where girls and women are; место где девушки и женщины,дуразла хъар,,,,01bce90131ba57c075830e77606ce56a,durazi-la--qar,,,,сущ,,
LX001389,dar,durčij,v,agreement prefix normally d- because the noun 'wool' requires the d- agreement,дурчий,,,,c10fd6e5643dfec4e28239876c078b79,d-urk-ij,,,,гл,,
LX001390,dar,durekːa,n,,дурекка,,,,fe10c267c220fb9deacb91016492ff5b,,,,durukme,сущ,,
LX001391,dar,durekːa bekʼ,n,,дурекка бекI,,,,0c493bbcfe9d91ac864f32993d70512e,durekːa--bekʼ,,,,сущ,,
durez,dar,durez,n,alternative variant of durazi,дурез,,,,47f106ebc3bb821c03304d6f249a7a33,,,,durezme,сущ,,
LX001392,dar,durha barqʼij,v,,дургьа баркьий,,,,c5207a5a3b948dba4b92e7e9bcf18d8c,durha--b-arqʼ-ij durha barqʼib,,,,гл,,
LX001393,dar,durha biχʷij,v,,дургьа бихвий,,,,fc6669ca394329f24622125ceea48873,durha b-iχʷ-ij,,durha biχub,,гл,,
durhace,dar,durhace,adj,The d- is not an agreement prefix,дургьаце,,,,76b5734d793f39a90010ddc3cd32ac26,durha-ce,,,durhate,прил,,
durhal,dar,durhal,adv,,дургьал,,,,85987c9e252c0746e8f52d751043bc5e,durha-l,,,,нареч,,
LX001394,dar,durħuˁ,n,,дурхIё,,,,d2b278b9071e44b43a44d6d6e17451ec,,,,durħne,сущ ; сущ ; сущ ; сущ,,duˁrħuˁ
LX001395,dar,durħuˁ warqʼij,v,this is the masculine singular form of the verb,дурхIё варкьий,,,,b10f98338f276bcecda4a35b6e3c1177,durħuˁ--w-arqʼ-ij,,durħuˁ warqʼib,,гл,,
LX001396,dar,durħuˁla durħu,n,refers only to the children of the son (lit. son's son / child),дурхIёла дурхIу,,,,212331eeee17d7f0de4026c8b516ed1b,durħuˁ-la--durħuˁ,,,durħnalla durħne,сущ,,
LX001397,dar,durħuˁla xːunul,n,,дурхIёла хьхьунул,,,,cb40bf916f8dd57733c302a22f85643b,durħuˁ-la--xːunul,,,durħuˁla xːunre,сущ,,
durlamante,dar,durlamante,n,plural noun that does not exist in the singular,дурламанте,,,,a43b367006221a67817877d3042d14f4,,,,,сущ,,
LX001398,dar,durqa barqʼij,v,,дурхъа баркьий,,,,52aa750afdee7b284917634fc485a781,durqa--b-arqʼ-ij,,durqa barqʼib,,гл,,
LX001399,dar,durqa qːarqːa,n,,дурхъа къаркъа,,,,4fa452dd6f0e0c8899734df491cb0811,durqa--qːarqːa,,,durqa qːarqːne,сущ,,
durqace,dar,durqace,adj,no gender agreement prefix,дурхъаце,,,,861db7752728e677e0f3c9c84ec712ed,durqa-ce,,,,прил ; прил,,
durqadex,dar,durqadex,n,,дурхъадехь,,,,dff8eabbb267e4f9ee25f2328daf105d,durqa-dex,,,,сущ,,
durqal,dar,durqal,adv,,дурхъал,,,,8af1048987d234f492fe19f3804767da,durqa-l,,,,нареч,,
LX001400,dar,dursre kadirxːan,n,this is a nominalized participle with a lexicalized object,дурсре кадирхьхьан,,,,6a903ea318ee51843e1cafb1ca76dfa1,dars-re--ka-d-irxː-an,,,,сущ,,
LX001401,dar,duršbe,n,"the noun is plural because the fruits it refers to are small and are not gathered one by one ; (Aronia melanocarpa), Black chokeberry",дуршбе,,,,532119f3a77bcbdf7a9d5c094767b467,,,,,сущ,,
duruk,dar,duruk,n,,дурук,,,,c2bbb63e0d6408219b2c305a30088c25,,,,durukme,сущ,,
durukme,dar,durukme,n,,дурукме,,,,4ab8d07d45f1f445c829fca138b9b5ab,duruk-me,,,,сущ,,
durup,dar,durup,n,"kind of needle with a wooden handle to make holes into leather, e.g. when making shoes",дуруп,,,,2f6494b7e2ce8084944c4333eece3145,,,,durupːe,сущ,,
LX001402,dar,durup-berepːa,n,for shows,дуруп-береппа,,,,dbc6078c3ea133360e3b9595be446036,durup--berepːa,,,durup-berepne,сущ,,
durusce,dar,durusce,adj,"size, straight; размер, прямой",дурусце,,,,9ae89f2626758be78cd76560b13faf65,durus-ce,,,,прил,,
durusle,dar,durusle,adv,,дурусле,,,,4e52ae1449b9fc7c678219d3adbd1d80,durus-le,,,,нареч,,
LX001403,dar,duʁa,n,a covered haystack that is prepared for winter with a stick of wood in the middle,дугъа,,,,2c44bf44a8210c26c4e3bc305f63ee7a,,,,duʁne,сущ,,
LX001404,dar,duʁala,n,"small piece of wood, not cut off from a bigger piece but just gathered from the ground, etc.",дугъала,,,,e83a1bbc726d9b3bf229f3b110f47294,d-uʁ-ala,,,duʁle,сущ,,
dus,dar,dus,n,,дус,,,,52de0baad9954c494571647f22ee7532,,,,dusme,сущ,,
dusla_zamana,dar,dusla zamana,n,,дусла замана,,,,a2a16f3ffe83b265bfc87571f86cac3e,dus-la--zamana,,,,сущ,,
LX001405,dar,dusːan,adj,,дуссан,,,,0caa173b21f58fcc785b0e42ab4e7615,dus-an,,,dusːante,прил,,
LX001406,dar,dusːila,adj,,дуссила,,,,c6cd4b05fe00d35ba01509482110f61d,dus-li-la,,,,прил,,
LX001407,dar,dušman,n,Persian loan,душман,,,,92072587e8c9ee236d47f3d544b7fc0a,,,,dušmante,сущ,,
LX001408,dar,dušmandex,n,,душмандехь,,,,,duman-dex,,,,сущ,,
LX001409,dar,duχːuce,adj,,духхуце,,,,4111640d3c70694088a0db54bfdf75e7,duχːu-ce,,,duχːute,прил,,
LX001410,dar,duχːur,n,,духхур,,,,813ef69461acc45c0c9eae565183db59,,,,duχre,сущ ; сущ,,
duzce,dar,duzce,adj,"size, straight; размер, прямой",дузце,,,,f091f05641d8deef351650f45cecbb5f,duz-ce,,,duzte,прил,,
duz-duzle,dar,duz-duzle,adv,,дуз-дузле,,,,6ba3029fe095f03f44e8b5448a2caf7c,duz--duz-le,,,,нареч,,
duzlama,dar,duzlama,n,,дузлама,,,,071f5ee9fb94969e4fa8b88021915b6d,,,,duzlamte,сущ,,
duzle,dar,duzle,adv,,дузле,,,,1ee9850b1794305e5b6e61dbe4171889,duz-le,,,,нареч,,
LX001411,dar,duˁʡ berχːʷij,v,,дёгI берххвий,,,,af95a6f934548020e3de4e10a30c263e,duˁʡ--b-erχː-ij,,duˁʡ berχːur,,гл,,
LX001412,dar,duˁʡce,adj,normally in compounds the form duˁʡla appears,дёгIце,,,,303df69a9886ee08aab3dd28489f4d1c,duˁʡ-ce,,,,прил,,
LX001413,dar,duˁʡdex,n,,дёгIдехь,,,,ddc870f990c31544c2fb0b2654c38f9e,duˁʡ-dex,,,,сущ,,
LX001414,dar,duˁʡla,adj,"seems to be the genitive of the short adjectival stem; in compounds normally this form is used, but it is dispreferred in the predicative function",дёгIла,,,,8a45a636db835f273a622de2497a7f03,duˁʡ-la,,,,прил,,
LX001415,dar,duˁʡla gʷargʷal,n,,дёгIла гваргвал,,,,42394203d3327b413aa1d3aa99a2e47b,duˁʡ-la--gʷargʷal,,,duˁʡla gʷargʷle,сущ,,
LX001416,dar,duˁʡla ʡaˁrʡaˁ,n,lit. wild chicken,дёгIла гIяргIя,,,,40898405e27df1483239c1fd080cc482,duˁʡ-la--ʡaˁrʡaˁ,,,duˁʡla ʡuˁrʡe,сущ,,
LX001417,dar,duˁʡruk,n,,дёгIрук,,,,3bcca164a42580cc433859bc9f23a620,,,,duˁʡrukːe,сущ,,
-e_1,dar,-e,n.suf,,-e,,,,,,,,,сущ. суф,,
-e_2,dar,-e,v.suf,,-e,,,,,,,,,гл. суф,,
LX001418,dar,=e,prt,,=e,,,,,,,,,част,,
e,dar,e,interj,,э,,,,79815b9e6a4ccf00e40723ea8b4a3f47,,,,,межд,,
